entity_id,entity_kind,label_text,label_norm,label_type,language,source
OCC_a0cecf937326,occupation,directeur de la sécurité de la technologie de l'information et de la communication,directeur de la securite de la technologie de l'information et de la communication,alt,fr,ESCO
OCC_a0cecf937326,occupation,administrateur sécurité informatique,administrateur securite informatique,alt,fr,ESCO
OCC_a0cecf937326,occupation,directeur de la sécurité TIC,directeur de la securite tic,alt,fr,ESCO
OCC_a0cecf937326,occupation,responsable de l'administration de sécurité informatique,responsable de l'administration de securite informatique,alt,fr,ESCO
OCC_a0cecf937326,occupation,directeur de la sécurité informatique,directeur de la securite informatique,alt,fr,ESCO
OCC_a0cecf937326,occupation,directrice de la sécurité informatique,directrice de la securite informatique,alt,fr,ESCO
OCC_a0cecf937326,occupation,directrice de la sécurité TIC,directrice de la securite tic,alt,fr,ESCO
OCC_6b1c7257ba1b,occupation,software analyst,software analyst,preferred,en,ESCO
OCC_6b1c7257ba1b,occupation,analyste logiciel,analyste logiciel,preferred,fr,ESCO
OCC_6b1c7257ba1b,occupation,software requirement analyst,software requirement analyst,alt,en,ESCO
OCC_6b1c7257ba1b,occupation,programming analyst,programming analyst,alt,en,ESCO
OCC_6b1c7257ba1b,occupation,software analysts,software analysts,alt,en,ESCO
OCC_6b1c7257ba1b,occupation,programmer analyst,programmer analyst,alt,en,ESCO
OCC_6b1c7257ba1b,occupation,application analyst,application analyst,alt,en,ESCO
OCC_6b1c7257ba1b,occupation,software requirements analyst,software requirements analyst,alt,en,ESCO
OCC_6b1c7257ba1b,occupation,analyst of software,analyst of software,alt,en,ESCO
OCC_6b1c7257ba1b,occupation,analyste informatique,analyste informatique,alt,fr,ESCO
OCC_6b1c7257ba1b,occupation,analyste de logiciels,analyste de logiciels,alt,fr,ESCO
OCC_6b1c7257ba1b,occupation,analyste d'applications,analyste d'applications,alt,fr,ESCO
OCC_6b1c7257ba1b,occupation,analyste software,analyste software,alt,fr,ESCO
OCC_d1c91c3f5320,occupation,performance video operator,performance video operator,preferred,en,ESCO
OCC_d1c91c3f5320,occupation,opérateur vidéo/opératrice vidéo,operateur video/operatrice video,preferred,fr,ESCO
OCC_d1c91c3f5320,occupation,live video operator,live video operator,alt,en,ESCO
OCC_d1c91c3f5320,occupation,projection operator,projection operator,alt,en,ESCO
OCC_d1c91c3f5320,occupation,video and graphics operator,video and graphics operator,alt,en,ESCO
OCC_d1c91c3f5320,occupation,video projection operator,video projection operator,alt,en,ESCO
OCC_d1c91c3f5320,occupation,visuals operator,visuals operator,alt,en,ESCO
OCC_d1c91c3f5320,occupation,video projection technician,video projection technician,alt,en,ESCO
OCC_d1c91c3f5320,occupation,visual and graphic operator,visual and graphic operator,alt,en,ESCO
OCC_d1c91c3f5320,occupation,visual projection operator,visual projection operator,alt,en,ESCO
OCC_d1c91c3f5320,occupation,video and graphics technician,video and graphics technician,alt,en,ESCO
OCC_d1c91c3f5320,occupation,video operator,video operator,alt,en,ESCO
OCC_d1c91c3f5320,occupation,opératrice vidéo,operatrice video,alt,fr,ESCO
OCC_d1c91c3f5320,occupation,opérateur vidéo,operateur video,alt,fr,ESCO
OCC_535421ae1e2c,occupation,integration engineer,integration engineer,preferred,en,ESCO
OCC_535421ae1e2c,occupation,ingénieur intégration/ingénieure intégration,ingenieur integration/ingenieure integration,preferred,fr,ESCO
OCC_535421ae1e2c,occupation,IT integration engineer,it integration engineer,alt,en,ESCO
OCC_535421ae1e2c,occupation,ICT integration engineers,ict integration engineers,alt,en,ESCO
OCC_535421ae1e2c,occupation,system integration engineer,system integration engineer,alt,en,ESCO
OCC_535421ae1e2c,occupation,software integration engineer,software integration engineer,alt,en,ESCO
OCC_535421ae1e2c,occupation,ingénieur informatique,ingenieur informatique,alt,fr,ESCO
OCC_535421ae1e2c,occupation,ingénieure intégration,ingenieure integration,alt,fr,ESCO
OCC_535421ae1e2c,occupation,ingénieur intégration des technologies de l'information et de la communication,ingenieur integration des technologies de l'information et de la communication,alt,fr,ESCO
OCC_535421ae1e2c,occupation,ingénieur intégration des TIC,ingenieur integration des tic,alt,fr,ESCO
OCC_535421ae1e2c,occupation,ingénieure intégration des technologies de l'information et de la communication,ingenieure integration des technologies de l'information et de la communication,alt,fr,ESCO
OCC_535421ae1e2c,occupation,ingénieure informatique,ingenieure informatique,alt,fr,ESCO
OCC_535421ae1e2c,occupation,ingénieur intégration,ingenieur integration,alt,fr,ESCO
OCC_535421ae1e2c,occupation,ingénieure intégration des TIC,ingenieure integration des tic,alt,fr,ESCO
OCC_0ee16ac6947b,occupation,search engine optimisation expert,search engine optimisation expert,preferred,en,ESCO
OCC_0ee16ac6947b,occupation,spécialiste de l’optimisation des moteurs de recherche,specialiste de l'optimisation des moteurs de recherche,preferred,fr,ESCO
OCC_0ee16ac6947b,occupation,search engine optimisation experts,search engine optimisation experts,alt,en,ESCO
OCC_0ee16ac6947b,occupation,search engine optimization expert,search engine optimization expert,alt,en,ESCO
OCC_0ee16ac6947b,occupation,search engine optimisation specialist,search engine optimisation specialist,alt,en,ESCO
OCC_0ee16ac6947b,occupation,search engine optimiser,search engine optimiser,alt,en,ESCO
OCC_0ee16ac6947b,occupation,SEO expert,seo expert,alt,en,ESCO
OCC_0ee16ac6947b,occupation,SEO specialist,seo specialist,alt,en,ESCO
OCC_0ee16ac6947b,occupation,inbound marketer,inbound marketer,alt,en,ESCO
OCC_0ee16ac6947b,occupation,growth hacker,growth hacker,alt,en,ESCO
OCC_0ee16ac6947b,occupation,search engine marketing specialist,search engine marketing specialist,alt,en,ESCO
OCC_0ee16ac6947b,occupation,search engine optimisation consultant,search engine optimisation consultant,alt,en,ESCO
OCC_0ee16ac6947b,occupation,SEO experts,seo experts,alt,en,ESCO
OCC_0ee16ac6947b,occupation,experte de l'optimisation des moteurs de recherche,experte de l'optimisation des moteurs de recherche,alt,fr,ESCO
OCC_0ee16ac6947b,occupation,conseiller en optimisation des moteurs de recherche,conseiller en optimisation des moteurs de recherche,alt,fr,ESCO
OCC_0ee16ac6947b,occupation,spécialiste optimisation de moteurs de recherche,specialiste optimisation de moteurs de recherche,alt,fr,ESCO
OCC_0ee16ac6947b,occupation,conseillère en optimisation des moteurs de recherche,conseillere en optimisation des moteurs de recherche,alt,fr,ESCO
OCC_0ee16ac6947b,occupation,expert de l'optimisation des moteurs de recherche,expert de l'optimisation des moteurs de recherche,alt,fr,ESCO
OCC_1fbb1e6392b6,occupation,ICT test analyst,ict test analyst,preferred,en,ESCO
OCC_1fbb1e6392b6,occupation,analyste-testeur informatique/analyste-testeuse informatique,analyste-testeur informatique/analyste-testeuse informatique,preferred,fr,ESCO
OCC_1fbb1e6392b6,occupation,IT test analyst,it test analyst,alt,en,ESCO
OCC_1fbb1e6392b6,occupation,test designer,test designer,alt,en,ESCO
OCC_1fbb1e6392b6,occupation,analyste-testeur informatique,analyste-testeur informatique,alt,fr,ESCO
OCC_1fbb1e6392b6,occupation,analyste-testeur en informatique,analyste-testeur en informatique,alt,fr,ESCO
OCC_1fbb1e6392b6,occupation,analyste-testeuse en informatique,analyste-testeuse en informatique,alt,fr,ESCO
OCC_1fbb1e6392b6,occupation,analyste-testeur en informatique/analyste-testeuse en informatique,analyste-testeur en informatique/analyste-testeuse en informatique,alt,fr,ESCO
OCC_1fbb1e6392b6,occupation,analyste-testeuse informatique,analyste-testeuse informatique,alt,fr,ESCO
OCC_46b37f0135cb,occupation,digital forensics expert,digital forensics expert,preferred,en,ESCO
OCC_46b37f0135cb,occupation,spécialiste de l’investigation numérique,specialiste de l'investigation numerique,preferred,fr,ESCO
OCC_46b37f0135cb,occupation,computer forensics consultant,computer forensics consultant,alt,en,ESCO
OCC_46b37f0135cb,occupation,computer forensics investigator,computer forensics investigator,alt,en,ESCO
OCC_46b37f0135cb,occupation,computer forensics expert,computer forensics expert,alt,en,ESCO
OCC_46b37f0135cb,occupation,digital forensics analyst,digital forensics analyst,alt,en,ESCO
OCC_46b37f0135cb,occupation,digital forensics specialist,digital forensics specialist,alt,en,ESCO
OCC_46b37f0135cb,occupation,digital forensics experts,digital forensics experts,alt,en,ESCO
OCC_46b37f0135cb,occupation,ICT forensics expert,ict forensics expert,alt,en,ESCO
OCC_46b37f0135cb,occupation,digital forensic expert,digital forensic expert,alt,en,ESCO
OCC_46b37f0135cb,occupation,cyber forensics expert,cyber forensics expert,alt,en,ESCO
OCC_46b37f0135cb,occupation,cybersecurity analyst,cybersecurity analyst,alt,en,ESCO
OCC_46b37f0135cb,occupation,information forensics expert,information forensics expert,alt,en,ESCO
OCC_46b37f0135cb,occupation,cybersecurity and forensic specialist,cybersecurity and forensic specialist,alt,en,ESCO
OCC_46b37f0135cb,occupation,spécialiste de la cybersécurité et de la criminalistique,specialiste de la cybersecurite et de la criminalistique,alt,fr,ESCO
OCC_46b37f0135cb,occupation,expert en investigation numérique,expert en investigation numerique,alt,fr,ESCO
OCC_46b37f0135cb,occupation,professionnel l'investigation numérique,professionnel l'investigation numerique,alt,fr,ESCO
OCC_46b37f0135cb,occupation,professionnel de l'investigation informatique,professionnel de l'investigation informatique,alt,fr,ESCO
OCC_46b37f0135cb,occupation,spécialiste en cybersécurité et en criminalistique,specialiste en cybersecurite et en criminalistique,alt,fr,ESCO
OCC_46b37f0135cb,occupation,consultant en informatique légale,consultant en informatique legale,alt,fr,ESCO
OCC_46b37f0135cb,occupation,spécialiste de l'investigation informatique,specialiste de l'investigation informatique,alt,fr,ESCO
OCC_46b37f0135cb,occupation,professionnelle de l'investigation informatique,professionnelle de l'investigation informatique,alt,fr,ESCO
OCC_46b37f0135cb,occupation,professionnelle de l'investigation numérique,professionnelle de l'investigation numerique,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,cyber incident responder,cyber incident responder,preferred,en,ESCO
OCC_8b508c20ce1d,occupation,analyste réponse aux incidents de sécurité,analyste reponse aux incidents de securite,preferred,fr,ESCO
OCC_8b508c20ce1d,occupation,ICT security consultant,ict security consultant,alt,en,ESCO
OCC_8b508c20ce1d,occupation,cyber crisis expert,cyber crisis expert,alt,en,ESCO
OCC_8b508c20ce1d,occupation,information technology security consultant,information technology security consultant,alt,en,ESCO
OCC_8b508c20ce1d,occupation,security operations center analyst,security operations center analyst,alt,en,ESCO
OCC_8b508c20ce1d,occupation,cyber incident handler,cyber incident handler,alt,en,ESCO
OCC_8b508c20ce1d,occupation,information communications technology security consultant,information communications technology security consultant,alt,en,ESCO
OCC_8b508c20ce1d,occupation,cyber fighter,cyber fighter,alt,en,ESCO
OCC_8b508c20ce1d,occupation,IT security expert,it security expert,alt,en,ESCO
OCC_8b508c20ce1d,occupation,incident response engineer,incident response engineer,alt,en,ESCO
OCC_8b508c20ce1d,occupation,ICT security engineer,ict security engineer,alt,en,ESCO
OCC_8b508c20ce1d,occupation,cybersecurity SIEM manager,cybersecurity siem manager,alt,en,ESCO
OCC_8b508c20ce1d,occupation,ICT security advisor,ict security advisor,alt,en,ESCO
OCC_8b508c20ce1d,occupation,IT security advisor,it security advisor,alt,en,ESCO
OCC_8b508c20ce1d,occupation,security architect,security architect,alt,en,ESCO
OCC_8b508c20ce1d,occupation,security operation analyst,security operation analyst,alt,en,ESCO
OCC_8b508c20ce1d,occupation,SOC Analyst,soc analyst,alt,en,ESCO
OCC_8b508c20ce1d,occupation,consultant in ICT security activities,consultant in ict security activities,alt,en,ESCO
OCC_8b508c20ce1d,occupation,cyber defender,cyber defender,alt,en,ESCO
OCC_8b508c20ce1d,occupation,IT security consultant,it security consultant,alt,en,ESCO
OCC_8b508c20ce1d,occupation,ICT security architect,ict security architect,alt,en,ESCO
OCC_8b508c20ce1d,occupation,conseiller sur la sécurité des technologies de l'information et de la communication,conseiller sur la securite des technologies de l'information et de la communication,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,conseillère sur la sécurité des TIC,conseillere sur la securite des tic,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,conseillère sur la sécurité des technologies de l'information et de la communication,conseillere sur la securite des technologies de l'information et de la communication,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,consultante en sécurité informatique,consultante en securite informatique,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,consultante en sécurité des TIC,consultante en securite des tic,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,consultant en sécurité informatique,consultant en securite informatique,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,conseillère en sécurité informatique,conseillere en securite informatique,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,consultante en sécurité des technologies de l'information et de la communication,consultante en securite des technologies de l'information et de la communication,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,consultant en sécurité des TIC,consultant en securite des tic,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,conseiller sur la sécurité des TIC,conseiller sur la securite des tic,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,conseiller en sécurité informatique,conseiller en securite informatique,alt,fr,ESCO
OCC_8b508c20ce1d,occupation,consultant en sécurité des technologies de l'information et de la communication,consultant en securite des technologies de l'information et de la communication,alt,fr,ESCO
OCC_6dc1b627155d,occupation,sound operator,sound operator,preferred,en,ESCO
OCC_6dc1b627155d,occupation,opérateur du son/opératrice du son,operateur du son/operatrice du son,preferred,fr,ESCO
OCC_6dc1b627155d,occupation,sound board operator,sound board operator,alt,en,ESCO
OCC_6dc1b627155d,occupation,sound mixer,sound mixer,alt,en,ESCO
OCC_6dc1b627155d,occupation,audio board operator,audio board operator,alt,en,ESCO
OCC_6dc1b627155d,occupation,sound board technician,sound board technician,alt,en,ESCO
OCC_6dc1b627155d,occupation,audio operator,audio operator,alt,en,ESCO
OCC_6dc1b627155d,occupation,sound audio technician,sound audio technician,alt,en,ESCO
OCC_6dc1b627155d,occupation,opératrice du son,operatrice du son,alt,fr,ESCO
OCC_6dc1b627155d,occupation,opérateur du son,operateur du son,alt,fr,ESCO
OCC_6dc1b627155d,occupation,chef opératrice du son,chef operatrice du son,alt,fr,ESCO
OCC_6dc1b627155d,occupation,sonorisateur,sonorisateur,alt,fr,ESCO
OCC_6dc1b627155d,occupation,chef opérateur du son,chef operateur du son,alt,fr,ESCO
OCC_6dc1b627155d,occupation,sonorisatrice,sonorisatrice,alt,fr,ESCO
OCC_6dc1b627155d,occupation,cheffe opératrice du son,cheffe operatrice du son,alt,fr,ESCO
OCC_cbee4548194c,occupation,ICT disaster recovery analyst,ict disaster recovery analyst,preferred,en,ESCO
OCC_cbee4548194c,occupation,analyste de la reprise des activités informatiques,analyste de la reprise des activites informatiques,preferred,fr,ESCO
OCC_cbee4548194c,occupation,business continuity analyst,business continuity analyst,alt,en,ESCO
OCC_cbee4548194c,occupation,ICT resilience analysts,ict resilience analysts,alt,en,ESCO
OCC_cbee4548194c,occupation,IT resilience analyst,it resilience analyst,alt,en,ESCO
OCC_cbee4548194c,occupation,IT disaster recovery analyst,it disaster recovery analyst,alt,en,ESCO
OCC_cbee4548194c,occupation,business continuity strategist,business continuity strategist,alt,en,ESCO
OCC_cbee4548194c,occupation,disaster recovery officer,disaster recovery officer,alt,en,ESCO
OCC_cbee4548194c,occupation,analyste de la résistance informatique,analyste de la resistance informatique,alt,fr,ESCO
OCC_cbee4548194c,occupation,analyste de la résilience TIC,analyste de la resilience tic,alt,fr,ESCO
OCC_cbee4548194c,occupation,analyste de la résilience des technologies de l'information et de la communication,analyste de la resilience des technologies de l'information et de la communication,alt,fr,ESCO
OCC_cbee4548194c,occupation,analyste risque opérationnel et résilience informatique,analyste risque operationnel et resilience informatique,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,embedded system designer,embedded system designer,preferred,en,ESCO
OCC_89f4b0de8aeb,occupation,concepteur de systèmes informatiques intégrés/conceptrice de systèmes informatiques intégrés,concepteur de systemes informatiques integres/conceptrice de systemes informatiques integres,preferred,fr,ESCO
OCC_89f4b0de8aeb,occupation,embedded system programmer,embedded system programmer,alt,en,ESCO
OCC_89f4b0de8aeb,occupation,embedded systems designers,embedded systems designers,alt,en,ESCO
OCC_89f4b0de8aeb,occupation,embedded software developer,embedded software developer,alt,en,ESCO
OCC_89f4b0de8aeb,occupation,embedded system developer,embedded system developer,alt,en,ESCO
OCC_89f4b0de8aeb,occupation,embedded systems programmer,embedded systems programmer,alt,en,ESCO
OCC_89f4b0de8aeb,occupation,battery controls engineer,battery controls engineer,alt,en,ESCO
OCC_89f4b0de8aeb,occupation,embedded systems developer,embedded systems developer,alt,en,ESCO
OCC_89f4b0de8aeb,occupation,embedded systems engineer,embedded systems engineer,alt,en,ESCO
OCC_89f4b0de8aeb,occupation,conceptrice de systèmes imbriqués,conceptrice de systemes imbriques,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,concepteur de systèmes informatiques intégrés à l'équipement,concepteur de systemes informatiques integres a l'equipement,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,concepteur de systèmes incorporés,concepteur de systemes incorpores,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,conceptrice de systèmes incorporés,conceptrice de systemes incorpores,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,ingénieur de contrôle de batterie,ingenieur de controle de batterie,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,ingénieur en contrôle de batterie,ingenieur en controle de batterie,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,concepteur de systèmes informatiques intégrés,concepteur de systemes informatiques integres,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,concepteur informatique intégré,concepteur informatique integre,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,conceptrice de systèmes emboîtés,conceptrice de systemes emboites,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,concepteur de systèmes emboîtés,concepteur de systemes emboites,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,conceptrice de systèmes informatiques intégrés,conceptrice de systemes informatiques integres,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,conceptrice informatique intégré,conceptrice informatique integre,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,concepteur de systèmes imbriqués,concepteur de systemes imbriques,alt,fr,ESCO
OCC_89f4b0de8aeb,occupation,conceptrice de systèmes informatiques intégrés à l'équipement,conceptrice de systemes informatiques integres a l'equipement,alt,fr,ESCO
OCC_3e502e92822a,occupation,software tester,software tester,preferred,en,ESCO
OCC_3e502e92822a,occupation,testeur de logiciels/testeuse de logiciels,testeur de logiciels/testeuse de logiciels,preferred,fr,ESCO
OCC_3e502e92822a,occupation,module tester,module tester,alt,en,ESCO
OCC_3e502e92822a,occupation,application tester,application tester,alt,en,ESCO
OCC_3e502e92822a,occupation,soft tester,soft tester,alt,en,ESCO
OCC_3e502e92822a,occupation,application software tester,application software tester,alt,en,ESCO
OCC_3e502e92822a,occupation,software testing specialist,software testing specialist,alt,en,ESCO
OCC_3e502e92822a,occupation,unit tester,unit tester,alt,en,ESCO
OCC_3e502e92822a,occupation,software testers,software testers,alt,en,ESCO
OCC_3e502e92822a,occupation,software application tester,software application tester,alt,en,ESCO
OCC_3e502e92822a,occupation,tester,tester,alt,en,ESCO
OCC_3e502e92822a,occupation,testeuse d'applications,testeuse d'applications,alt,fr,ESCO
OCC_3e502e92822a,occupation,testeur d'applications,testeur d'applications,alt,fr,ESCO
OCC_3e502e92822a,occupation,testeuse de logiciels,testeuse de logiciels,alt,fr,ESCO
OCC_3e502e92822a,occupation,testeuse de logiciels d'application,testeuse de logiciels d'application,alt,fr,ESCO
OCC_3e502e92822a,occupation,testeur de logiciels d'application,testeur de logiciels d'application,alt,fr,ESCO
OCC_3e502e92822a,occupation,testeur de logiciels,testeur de logiciels,alt,fr,ESCO
OCC_127c8b092532,occupation,ICT help desk manager,ict help desk manager,preferred,en,ESCO
OCC_127c8b092532,occupation,responsable du service d’assistance informatique,responsable du service d'assistance informatique,preferred,fr,ESCO
OCC_127c8b092532,occupation,software support manager,software support manager,alt,en,ESCO
OCC_127c8b092532,occupation,ICT helpdesk managers,ict helpdesk managers,alt,en,ESCO
OCC_127c8b092532,occupation,IT helpdesk manager,it helpdesk manager,alt,en,ESCO
OCC_127c8b092532,occupation,ICT service desk manager,ict service desk manager,alt,en,ESCO
OCC_127c8b092532,occupation,ICT help desk managers,ict help desk managers,alt,en,ESCO
OCC_127c8b092532,occupation,IT help desk manager,it help desk manager,alt,en,ESCO
OCC_127c8b092532,occupation,technical support manager,technical support manager,alt,en,ESCO
OCC_127c8b092532,occupation,ICT helpdesk manager,ict helpdesk manager,alt,en,ESCO
OCC_127c8b092532,occupation,responsable du service d'assistance en technologies de l'information et de la communication,responsable du service d'assistance en technologies de l'information et de la communication,alt,fr,ESCO
OCC_127c8b092532,occupation,responsable du service d'assistance en TIC,responsable du service d'assistance en tic,alt,fr,ESCO
OCC_127c8b092532,occupation,responsable help desk informatique,responsable help desk informatique,alt,fr,ESCO
OCC_127c8b092532,occupation,responsable du service d'aide aux utilisateurs,responsable du service d'aide aux utilisateurs,alt,fr,ESCO
OCC_c7ddb7ad3c99,occupation,data warehouse designer,data warehouse designer,preferred,en,ESCO
OCC_c7ddb7ad3c99,occupation,concepteur d’entrepôt de données/conceptrice d’entrepôt de données,concepteur d'entrepot de donnees/conceptrice d'entrepot de donnees,preferred,fr,ESCO
OCC_c7ddb7ad3c99,occupation,data warehouse architect,data warehouse architect,alt,en,ESCO
OCC_c7ddb7ad3c99,occupation,data warehouse developer,data warehouse developer,alt,en,ESCO
OCC_c7ddb7ad3c99,occupation,conceptrice d'entrepôt de données,conceptrice d'entrepot de donnees,alt,fr,ESCO
OCC_c7ddb7ad3c99,occupation,concepteur d'entrepôt de données,concepteur d'entrepot de donnees,alt,fr,ESCO
OCC_991dd4068ca0,occupation,computer vision engineer,computer vision engineer,preferred,en,ESCO
OCC_991dd4068ca0,occupation,ingénieur en vision par ordinateur/ingénieure en vision par ordinateur,ingenieur en vision par ordinateur/ingenieure en vision par ordinateur,preferred,fr,ESCO
OCC_991dd4068ca0,occupation,computer vision applied scientist,computer vision applied scientist,alt,en,ESCO
OCC_991dd4068ca0,occupation,computer vision expert,computer vision expert,alt,en,ESCO
OCC_991dd4068ca0,occupation,computer vision specialist,computer vision specialist,alt,en,ESCO
OCC_991dd4068ca0,occupation,computer vision project engineer,computer vision project engineer,alt,en,ESCO
OCC_991dd4068ca0,occupation,smart technics computer vision engineer,smart technics computer vision engineer,alt,en,ESCO
OCC_991dd4068ca0,occupation,expert en vision par ordinateur,expert en vision par ordinateur,alt,fr,ESCO
OCC_991dd4068ca0,occupation,scientifique appliquée en vision par ordinateur,scientifique appliquee en vision par ordinateur,alt,fr,ESCO
OCC_991dd4068ca0,occupation,spécialiste de la vision par ordinateur,specialiste de la vision par ordinateur,alt,fr,ESCO
OCC_991dd4068ca0,occupation,experte en vision par ordinateur,experte en vision par ordinateur,alt,fr,ESCO
OCC_b0446201413b,occupation,embedded systems security engineer,embedded systems security engineer,preferred,en,ESCO
OCC_b0446201413b,occupation,ingénieur en sécurité des systèmes intégrés/ingénieure en sécurité des systèmes intégrés,ingenieur en securite des systemes integres/ingenieure en securite des systemes integres,preferred,fr,ESCO
OCC_b0446201413b,occupation,cybersecurity engineer,cybersecurity engineer,alt,en,ESCO
OCC_b0446201413b,occupation,cyber security engineer,cyber security engineer,alt,en,ESCO
OCC_b0446201413b,occupation,IoT security engineer,iot security engineer,alt,en,ESCO
OCC_b0446201413b,occupation,internet of thing security engineer,internet of thing security engineer,alt,en,ESCO
OCC_b0446201413b,occupation,embedded systems security expert,embedded systems security expert,alt,en,ESCO
OCC_b0446201413b,occupation,ingénieure sécurité IoT,ingenieure securite iot,alt,fr,ESCO
OCC_b0446201413b,occupation,ingénieur sécurité internet des objets,ingenieur securite internet des objets,alt,fr,ESCO
OCC_b0446201413b,occupation,ingénieure en cybersécurité,ingenieure en cybersecurite,alt,fr,ESCO
OCC_b0446201413b,occupation,ingénieure sécurité internet des objets,ingenieure securite internet des objets,alt,fr,ESCO
OCC_b0446201413b,occupation,ingénieur cybersécurité,ingenieur cybersecurite,alt,fr,ESCO
OCC_b0446201413b,occupation,spécialiste de la cybersécurité,specialiste de la cybersecurite,alt,fr,ESCO
OCC_b0446201413b,occupation,ingénieure cybersécurité,ingenieure cybersecurite,alt,fr,ESCO
