occupation_entity_id,skill_entity_id,relation_type,source,weight
OCC_6b1c7257ba1b,SKL_962ed8d38c4e,optional,ESCO,
OCC_6b1c7257ba1b,SKL_9cdd580294bf,optional,ESCO,
OCC_6b1c7257ba1b,SKL_faa48d074cba,optional,ESCO,
OCC_6b1c7257ba1b,SKL_9fc5ffd462ae,optional,ESCO,
OCC_6b1c7257ba1b,SKL_07fed61b3215,optional,ESCO,
OCC_6b1c7257ba1b,SKL_59c64ba70b70,optional,ESCO,
OCC_6b1c7257ba1b,SKL_a5bd02f3490e,optional,ESCO,
OCC_6b1c7257ba1b,SKL_e83ea15281a7,optional,ESCO,
OCC_6b1c7257ba1b,SKL_9b5244fd7e00,optional,ESCO,
OCC_6b1c7257ba1b,SKL_1124817a720e,optional,ESCO,
OCC_6b1c7257ba1b,SKL_d275975f2053,optional,ESCO,
OCC_6b1c7257ba1b,SKL_46088f1661b7,optional,ESCO,
OCC_6b1c7257ba1b,SKL_17a6cda90b85,optional,ESCO,
OCC_6b1c7257ba1b,SKL_a43bcca2465e,optional,ESCO,
OCC_6b1c7257ba1b,SKL_3f39269f8a92,optional,ESCO,
OCC_6b1c7257ba1b,SKL_a913b683ebd9,optional,ESCO,
OCC_6b1c7257ba1b,SKL_9e24266d180e,optional,ESCO,
OCC_6b1c7257ba1b,SKL_f6f390848b58,optional,ESCO,
OCC_6b1c7257ba1b,SKL_c9160ddc7dcd,optional,ESCO,
OCC_6b1c7257ba1b,SKL_88eabaa2c80d,optional,ESCO,
OCC_6b1c7257ba1b,SKL_d537dfcccc25,optional,ESCO,
OCC_6b1c7257ba1b,SKL_ccd10a9e58b7,optional,ESCO,
OCC_6b1c7257ba1b,SKL_516c38d191ba,optional,ESCO,
OCC_6b1c7257ba1b,SKL_d0035b994078,optional,ESCO,
OCC_6b1c7257ba1b,SKL_ee642b56a8f9,optional,ESCO,
OCC_6b1c7257ba1b,SKL_b2fa268f665e,optional,ESCO,
OCC_6b1c7257ba1b,SKL_8dd0d4b0a0f0,optional,ESCO,
OCC_6b1c7257ba1b,SKL_627bb45cf813,optional,ESCO,
OCC_6b1c7257ba1b,SKL_1ec8e222a519,optional,ESCO,
OCC_6b1c7257ba1b,SKL_d8c205c532f4,optional,ESCO,
OCC_6b1c7257ba1b,SKL_f335ed0ef250,optional,ESCO,
OCC_6b1c7257ba1b,SKL_6b4086c51411,optional,ESCO,
OCC_6b1c7257ba1b,SKL_6a62eec16e7c,optional,ESCO,
OCC_6b1c7257ba1b,SKL_16961efeb0ab,optional,ESCO,
OCC_6b1c7257ba1b,SKL_1a3570884e47,optional,ESCO,
OCC_6b1c7257ba1b,SKL_fddfe276744e,optional,ESCO,
OCC_6b1c7257ba1b,SKL_5ee8a7543f31,optional,ESCO,
OCC_6b1c7257ba1b,SKL_185b1ce4d13f,optional,ESCO,
OCC_6b1c7257ba1b,SKL_3c1c97314648,optional,ESCO,
OCC_6b1c7257ba1b,SKL_5a85416c775f,optional,ESCO,
OCC_6b1c7257ba1b,SKL_308342e28b73,optional,ESCO,
OCC_6b1c7257ba1b,SKL_eac191d41595,optional,ESCO,
OCC_6b1c7257ba1b,SKL_232fd42823e2,optional,ESCO,
OCC_6b1c7257ba1b,SKL_86eb8b674662,optional,ESCO,
OCC_6b1c7257ba1b,SKL_de759b6256cc,optional,ESCO,
OCC_6b1c7257ba1b,SKL_a8e640d3772f,optional,ESCO,
OCC_6b1c7257ba1b,SKL_b52f6b21f082,optional,ESCO,
OCC_6b1c7257ba1b,SKL_224770e9399c,optional,ESCO,
OCC_6b1c7257ba1b,SKL_e681e8b852a4,optional,ESCO,
OCC_6b1c7257ba1b,SKL_81167559edfd,optional,ESCO,
OCC_6b1c7257ba1b,SKL_de055ba807c1,optional,ESCO,
OCC_6b1c7257ba1b,SKL_1cd624314ce9,optional,ESCO,
OCC_6b1c7257ba1b,SKL_2b386dc088dc,optional,ESCO,
OCC_6b1c7257ba1b,SKL_53fbbdc90e13,optional,ESCO,
OCC_6b1c7257ba1b,SKL_02c69b93451d,optional,ESCO,
OCC_6b1c7257ba1b,SKL_fb22373c26ad,optional,ESCO,
OCC_6b1c7257ba1b,SKL_61058691b0ef,optional,ESCO,
OCC_6b1c7257ba1b,SKL_5846d47024c9,optional,ESCO,
OCC_6b1c7257ba1b,SKL_7019e9976329,optional,ESCO,
OCC_6b1c7257ba1b,SKL_df69f4055e0d,optional,ESCO,
OCC_6b1c7257ba1b,SKL_9857c27e00bf,optional,ESCO,
OCC_6b1c7257ba1b,SKL_d109a693537c,optional,ESCO,
OCC_6b1c7257ba1b,SKL_ea47db501b9f,optional,ESCO,
OCC_6b1c7257ba1b,SKL_fc36ef6f31c9,optional,ESCO,
OCC_6b1c7257ba1b,SKL_370980230f11,optional,ESCO,
OCC_6b1c7257ba1b,SKL_f928dfa37ee7,optional,ESCO,
OCC_6b1c7257ba1b,SKL_36887aac680b,optional,ESCO,
OCC_6b1c7257ba1b,SKL_7ac1f1abe404,optional,ESCO,
OCC_6b1c7257ba1b,SKL_e0406f8bed59,optional,ESCO,
OCC_6b1c7257ba1b,SKL_2320901baa0c,optional,ESCO,
OCC_6b1c7257ba1b,SKL_c7910d3185cd,optional,ESCO,
OCC_6b1c7257ba1b,SKL_67a4d439c738,optional,ESCO,
OCC_6b1c7257ba1b,SKL_5ca14d6a9200,optional,ESCO,
OCC_6b1c7257ba1b,SKL_b612c882be81,optional,ESCO,
OCC_6b1c7257ba1b,SKL_4adb0a2106db,optional,ESCO,
OCC_6b1c7257ba1b,SKL_65a88136df69,optional,ESCO,
OCC_d1c91c3f5320,SKL_0ac8a9d46706,essential,ESCO,
OCC_d1c91c3f5320,SKL_45e7eb8aec48,essential,ESCO,
OCC_d1c91c3f5320,SKL_30384aa680c2,essential,ESCO,
OCC_d1c91c3f5320,SKL_263cd844d73a,essential,ESCO,
OCC_d1c91c3f5320,SKL_931bbc3201f1,essential,ESCO,
OCC_d1c91c3f5320,SKL_2d3969d11339,essential,ESCO,
OCC_d1c91c3f5320,SKL_c604e4449259,essential,ESCO,
OCC_d1c91c3f5320,SKL_13c6daf0911d,essential,ESCO,
OCC_d1c91c3f5320,SKL_a3312b90fca5,essential,ESCO,
OCC_d1c91c3f5320,SKL_99eb711381aa,essential,ESCO,
OCC_d1c91c3f5320,SKL_06426b923378,essential,ESCO,
OCC_d1c91c3f5320,SKL_3a2ade69e298,essential,ESCO,
OCC_d1c91c3f5320,SKL_825a9b2db405,essential,ESCO,
OCC_d1c91c3f5320,SKL_903b38484af9,essential,ESCO,
OCC_d1c91c3f5320,SKL_33e8f37de895,essential,ESCO,
OCC_d1c91c3f5320,SKL_3ea0e58ddba3,essential,ESCO,
OCC_d1c91c3f5320,SKL_93b83a6c5124,essential,ESCO,
OCC_d1c91c3f5320,SKL_56a834a16738,essential,ESCO,
OCC_d1c91c3f5320,SKL_a96ffa22eed3,essential,ESCO,
OCC_d1c91c3f5320,SKL_1e638bd5bffc,essential,ESCO,
OCC_d1c91c3f5320,SKL_a473c85704ac,essential,ESCO,
OCC_d1c91c3f5320,SKL_8f1e04cf248c,essential,ESCO,
OCC_d1c91c3f5320,SKL_ec9ace5cbf4d,essential,ESCO,
OCC_d1c91c3f5320,SKL_43401d5958b2,essential,ESCO,
OCC_d1c91c3f5320,SKL_2acba252bd66,essential,ESCO,
OCC_d1c91c3f5320,SKL_e45777b83f85,essential,ESCO,
OCC_d1c91c3f5320,SKL_da645c224c86,essential,ESCO,
OCC_d1c91c3f5320,SKL_6f5a4ab18a01,essential,ESCO,
OCC_d1c91c3f5320,SKL_93fd9d40168a,essential,ESCO,
OCC_d1c91c3f5320,SKL_2b783cf6ca18,essential,ESCO,
OCC_d1c91c3f5320,SKL_8aaaa2337efd,essential,ESCO,
OCC_d1c91c3f5320,SKL_259ad59b7708,essential,ESCO,
OCC_d1c91c3f5320,SKL_78988824825a,optional,ESCO,
OCC_d1c91c3f5320,SKL_37f09f38257b,optional,ESCO,
OCC_d1c91c3f5320,SKL_393a06e472af,optional,ESCO,
OCC_d1c91c3f5320,SKL_a86eac762084,optional,ESCO,
OCC_d1c91c3f5320,SKL_ea666a1315e9,optional,ESCO,
OCC_d1c91c3f5320,SKL_ef6255a7308a,optional,ESCO,
OCC_d1c91c3f5320,SKL_41d06494b816,optional,ESCO,
OCC_d1c91c3f5320,SKL_9ecbc6ecc5c0,optional,ESCO,
OCC_d1c91c3f5320,SKL_f7936505bc48,optional,ESCO,
OCC_d1c91c3f5320,SKL_69298c08d78d,optional,ESCO,
OCC_d1c91c3f5320,SKL_1b0c94daaaee,optional,ESCO,
OCC_d1c91c3f5320,SKL_3970df7cecb8,optional,ESCO,
OCC_d1c91c3f5320,SKL_f81a5ff0468f,optional,ESCO,
OCC_d1c91c3f5320,SKL_ffe2d205d4f8,optional,ESCO,
OCC_d1c91c3f5320,SKL_407a5ba1b983,optional,ESCO,
OCC_d1c91c3f5320,SKL_f59552a8dc52,optional,ESCO,
OCC_d1c91c3f5320,SKL_e54666219b27,optional,ESCO,
OCC_d1c91c3f5320,SKL_4856cd0b061c,optional,ESCO,
OCC_d1c91c3f5320,SKL_809148c72d37,optional,ESCO,
OCC_d1c91c3f5320,SKL_2b93f9f2212e,optional,ESCO,
OCC_d1c91c3f5320,SKL_241100d02d30,optional,ESCO,
OCC_d1c91c3f5320,SKL_6e8bbfce6061,optional,ESCO,
OCC_d1c91c3f5320,SKL_e22709d12c9f,optional,ESCO,
OCC_d1c91c3f5320,SKL_8dbcd96e6942,optional,ESCO,
OCC_d1c91c3f5320,SKL_d9b2a4772030,optional,ESCO,
OCC_d1c91c3f5320,SKL_82fb2644575a,optional,ESCO,
OCC_d1c91c3f5320,SKL_0bb58cd89f27,optional,ESCO,
OCC_d1c91c3f5320,SKL_7244cf04ed21,optional,ESCO,
OCC_d1c91c3f5320,SKL_8d75c167d23e,optional,ESCO,
OCC_535421ae1e2c,SKL_0de1bcfc9fd2,essential,ESCO,
OCC_535421ae1e2c,SKL_3f39269f8a92,essential,ESCO,
OCC_535421ae1e2c,SKL_66664fb959be,essential,ESCO,
OCC_535421ae1e2c,SKL_e681e8b852a4,essential,ESCO,
OCC_535421ae1e2c,SKL_aea3e91c5092,essential,ESCO,
OCC_535421ae1e2c,SKL_2638b6cbc5c4,essential,ESCO,
OCC_535421ae1e2c,SKL_3689a79bb281,essential,ESCO,
OCC_535421ae1e2c,SKL_53715a6035cb,essential,ESCO,
OCC_535421ae1e2c,SKL_b4bbfe5755b9,essential,ESCO,
OCC_535421ae1e2c,SKL_c9ce5d8cbc63,essential,ESCO,
OCC_535421ae1e2c,SKL_6c3b2061ca0c,essential,ESCO,
OCC_535421ae1e2c,SKL_19a46cabd4d8,essential,ESCO,
OCC_535421ae1e2c,SKL_f404d9dd01d7,essential,ESCO,
OCC_535421ae1e2c,SKL_0d11c1c4ba27,essential,ESCO,
OCC_535421ae1e2c,SKL_a056c33cbcd4,essential,ESCO,
OCC_535421ae1e2c,SKL_ca76f7bcf69b,essential,ESCO,
OCC_535421ae1e2c,SKL_3e8275119d50,optional,ESCO,
OCC_535421ae1e2c,SKL_ad5527904d9f,optional,ESCO,
OCC_535421ae1e2c,SKL_6fce2b343b90,optional,ESCO,
OCC_535421ae1e2c,SKL_6df9c3907c46,optional,ESCO,
OCC_535421ae1e2c,SKL_9b5584008e66,optional,ESCO,
OCC_535421ae1e2c,SKL_962ed8d38c4e,optional,ESCO,
OCC_535421ae1e2c,SKL_99c6f04ac23c,optional,ESCO,
OCC_535421ae1e2c,SKL_93f80f560331,optional,ESCO,
OCC_535421ae1e2c,SKL_9cdd580294bf,optional,ESCO,
OCC_535421ae1e2c,SKL_2160823e5269,optional,ESCO,
OCC_535421ae1e2c,SKL_faa48d074cba,optional,ESCO,
OCC_535421ae1e2c,SKL_9fc5ffd462ae,optional,ESCO,
OCC_535421ae1e2c,SKL_59ede493c1cb,optional,ESCO,
OCC_535421ae1e2c,SKL_9ce640be2540,optional,ESCO,
OCC_535421ae1e2c,SKL_1d9be898b4cf,optional,ESCO,
OCC_535421ae1e2c,SKL_59c64ba70b70,optional,ESCO,
OCC_535421ae1e2c,SKL_379bf96d5682,optional,ESCO,
OCC_535421ae1e2c,SKL_139c1ba8356c,optional,ESCO,
OCC_535421ae1e2c,SKL_a5bd02f3490e,optional,ESCO,
OCC_535421ae1e2c,SKL_e83ea15281a7,optional,ESCO,
OCC_535421ae1e2c,SKL_1124817a720e,optional,ESCO,
OCC_535421ae1e2c,SKL_46088f1661b7,optional,ESCO,
OCC_535421ae1e2c,SKL_a43bcca2465e,optional,ESCO,
OCC_535421ae1e2c,SKL_a913b683ebd9,optional,ESCO,
OCC_535421ae1e2c,SKL_cccca3da833a,optional,ESCO,
OCC_535421ae1e2c,SKL_4f2bd02de76a,optional,ESCO,
OCC_535421ae1e2c,SKL_f6f390848b58,optional,ESCO,
OCC_535421ae1e2c,SKL_c9160ddc7dcd,optional,ESCO,
OCC_535421ae1e2c,SKL_88eabaa2c80d,optional,ESCO,
OCC_535421ae1e2c,SKL_d537dfcccc25,optional,ESCO,
OCC_535421ae1e2c,SKL_ccd10a9e58b7,optional,ESCO,
OCC_535421ae1e2c,SKL_def6ad401f98,optional,ESCO,
OCC_535421ae1e2c,SKL_8c66ec45bce8,optional,ESCO,
OCC_535421ae1e2c,SKL_327b78a43765,optional,ESCO,
OCC_535421ae1e2c,SKL_419d9382e4ff,optional,ESCO,
OCC_535421ae1e2c,SKL_175902ab3712,optional,ESCO,
OCC_535421ae1e2c,SKL_83dfa0298e85,optional,ESCO,
OCC_535421ae1e2c,SKL_5f8c22d6f0f5,optional,ESCO,
OCC_535421ae1e2c,SKL_4ffa5c387846,optional,ESCO,
OCC_535421ae1e2c,SKL_45b5255faa15,optional,ESCO,
OCC_535421ae1e2c,SKL_f858e811b523,optional,ESCO,
OCC_535421ae1e2c,SKL_5ee8a7543f31,optional,ESCO,
OCC_535421ae1e2c,SKL_5d725c59527d,optional,ESCO,
OCC_535421ae1e2c,SKL_5a85416c775f,optional,ESCO,
OCC_535421ae1e2c,SKL_ec2491e3eb27,optional,ESCO,
OCC_535421ae1e2c,SKL_86eb8b674662,optional,ESCO,
OCC_535421ae1e2c,SKL_de759b6256cc,optional,ESCO,
OCC_535421ae1e2c,SKL_b52f6b21f082,optional,ESCO,
OCC_535421ae1e2c,SKL_224770e9399c,optional,ESCO,
OCC_535421ae1e2c,SKL_81167559edfd,optional,ESCO,
OCC_535421ae1e2c,SKL_4687c1d5b8d4,optional,ESCO,
OCC_535421ae1e2c,SKL_5bed2e74daf6,optional,ESCO,
OCC_535421ae1e2c,SKL_1cd624314ce9,optional,ESCO,
OCC_535421ae1e2c,SKL_8c107549fe5b,optional,ESCO,
OCC_535421ae1e2c,SKL_2b386dc088dc,optional,ESCO,
OCC_535421ae1e2c,SKL_53fbbdc90e13,optional,ESCO,
OCC_535421ae1e2c,SKL_02c69b93451d,optional,ESCO,
OCC_535421ae1e2c,SKL_5846d47024c9,optional,ESCO,
OCC_535421ae1e2c,SKL_7019e9976329,optional,ESCO,
OCC_535421ae1e2c,SKL_df69f4055e0d,optional,ESCO,
OCC_535421ae1e2c,SKL_47f2166fb857,optional,ESCO,
OCC_535421ae1e2c,SKL_fc36ef6f31c9,optional,ESCO,
OCC_535421ae1e2c,SKL_370980230f11,optional,ESCO,
OCC_535421ae1e2c,SKL_f66d4af78875,optional,ESCO,
OCC_535421ae1e2c,SKL_138d3c16c190,optional,ESCO,
OCC_535421ae1e2c,SKL_008e59920331,optional,ESCO,
OCC_535421ae1e2c,SKL_c8eeeb942505,optional,ESCO,
OCC_535421ae1e2c,SKL_be15098358f4,optional,ESCO,
OCC_535421ae1e2c,SKL_096204475b7f,optional,ESCO,
OCC_535421ae1e2c,SKL_1911edef9778,optional,ESCO,
OCC_535421ae1e2c,SKL_26bcb7a7c221,optional,ESCO,
OCC_0ee16ac6947b,SKL_beee3bf73849,essential,ESCO,
OCC_0ee16ac6947b,SKL_77f91ccfa0fc,essential,ESCO,
OCC_0ee16ac6947b,SKL_c969868dd488,essential,ESCO,
OCC_0ee16ac6947b,SKL_89a64e81ab72,essential,ESCO,
OCC_0ee16ac6947b,SKL_48a7dd78245f,essential,ESCO,
OCC_0ee16ac6947b,SKL_df1270c29978,essential,ESCO,
OCC_0ee16ac6947b,SKL_e2f90c02665d,essential,ESCO,
OCC_0ee16ac6947b,SKL_1d12e8aaef7d,essential,ESCO,
OCC_0ee16ac6947b,SKL_0247ba633d54,essential,ESCO,
OCC_0ee16ac6947b,SKL_250cd2b20d54,essential,ESCO,
OCC_0ee16ac6947b,SKL_3daf970c81e6,essential,ESCO,
OCC_0ee16ac6947b,SKL_ea10cec2af3a,essential,ESCO,
OCC_0ee16ac6947b,SKL_8948f132b19b,essential,ESCO,
OCC_0ee16ac6947b,SKL_0932d09f80bf,essential,ESCO,
OCC_0ee16ac6947b,SKL_a2b051fbd22d,optional,ESCO,
OCC_0ee16ac6947b,SKL_22632e35d4ab,optional,ESCO,
OCC_0ee16ac6947b,SKL_2fd8c5a27951,optional,ESCO,
OCC_0ee16ac6947b,SKL_a06ae49b7664,optional,ESCO,
OCC_0ee16ac6947b,SKL_a1e6b80efe9e,optional,ESCO,
OCC_0ee16ac6947b,SKL_3de0d077508a,optional,ESCO,
OCC_0ee16ac6947b,SKL_a474d184a0a0,optional,ESCO,
OCC_0ee16ac6947b,SKL_bb505f670fed,optional,ESCO,
OCC_0ee16ac6947b,SKL_3edaef77a8dc,optional,ESCO,
OCC_0ee16ac6947b,SKL_07409ae8fbfd,optional,ESCO,
OCC_0ee16ac6947b,SKL_e6ca3be59c9b,optional,ESCO,
OCC_0ee16ac6947b,SKL_1e5cd3064178,optional,ESCO,
OCC_0ee16ac6947b,SKL_26feceb26c81,optional,ESCO,
OCC_1fbb1e6392b6,SKL_f335ed0ef250,essential,ESCO,
OCC_1fbb1e6392b6,SKL_c6719c43f07e,essential,ESCO,
OCC_1fbb1e6392b6,SKL_74015909b033,essential,ESCO,
OCC_1fbb1e6392b6,SKL_671240690479,essential,ESCO,
OCC_1fbb1e6392b6,SKL_fa3ca530b552,essential,ESCO,
OCC_1fbb1e6392b6,SKL_b9899d180c91,essential,ESCO,
OCC_1fbb1e6392b6,SKL_b66a815da958,essential,ESCO,
OCC_1fbb1e6392b6,SKL_873cfe48c2ce,essential,ESCO,
OCC_1fbb1e6392b6,SKL_62237838ecde,essential,ESCO,
OCC_1fbb1e6392b6,SKL_6df9c3907c46,optional,ESCO,
OCC_1fbb1e6392b6,SKL_07fed61b3215,optional,ESCO,
OCC_1fbb1e6392b6,SKL_5e1feca357b2,optional,ESCO,
OCC_1fbb1e6392b6,SKL_27cdecd220ea,optional,ESCO,
OCC_1fbb1e6392b6,SKL_d275975f2053,optional,ESCO,
OCC_1fbb1e6392b6,SKL_d0035b994078,optional,ESCO,
OCC_1fbb1e6392b6,SKL_def6ad401f98,optional,ESCO,
OCC_1fbb1e6392b6,SKL_45b5255faa15,optional,ESCO,
OCC_1fbb1e6392b6,SKL_1a3570884e47,optional,ESCO,
OCC_1fbb1e6392b6,SKL_185b1ce4d13f,optional,ESCO,
OCC_1fbb1e6392b6,SKL_308342e28b73,optional,ESCO,
OCC_1fbb1e6392b6,SKL_e681e8b852a4,optional,ESCO,
OCC_1fbb1e6392b6,SKL_de055ba807c1,optional,ESCO,
OCC_1fbb1e6392b6,SKL_53fbbdc90e13,optional,ESCO,
OCC_1fbb1e6392b6,SKL_02c69b93451d,optional,ESCO,
OCC_1fbb1e6392b6,SKL_c6ec40ea85b9,optional,ESCO,
OCC_1fbb1e6392b6,SKL_ea47db501b9f,optional,ESCO,
OCC_1fbb1e6392b6,SKL_621054dadc59,optional,ESCO,
OCC_1fbb1e6392b6,SKL_c2ce930d35e3,optional,ESCO,
OCC_1fbb1e6392b6,SKL_d4f9396de51d,optional,ESCO,
OCC_1fbb1e6392b6,SKL_c9ce5d8cbc63,optional,ESCO,
OCC_1fbb1e6392b6,SKL_666b5797ca38,optional,ESCO,
OCC_1fbb1e6392b6,SKL_c92f3cc793bd,optional,ESCO,
OCC_1fbb1e6392b6,SKL_3bd4dede8a96,optional,ESCO,
OCC_1fbb1e6392b6,SKL_f388889ccd53,optional,ESCO,
OCC_1fbb1e6392b6,SKL_7efcdffab3b3,optional,ESCO,
OCC_1fbb1e6392b6,SKL_b145b502032c,optional,ESCO,
OCC_46b37f0135cb,SKL_b0080b620fb2,essential,ESCO,
OCC_46b37f0135cb,SKL_f14939dc09c4,essential,ESCO,
OCC_46b37f0135cb,SKL_7e07fb258726,essential,ESCO,
OCC_46b37f0135cb,SKL_ab0615922027,essential,ESCO,
OCC_46b37f0135cb,SKL_0e0ddaf5873f,essential,ESCO,
OCC_46b37f0135cb,SKL_a4917fa3f867,essential,ESCO,
OCC_46b37f0135cb,SKL_54188f599eea,essential,ESCO,
OCC_46b37f0135cb,SKL_8e9e543761d2,essential,ESCO,
OCC_46b37f0135cb,SKL_5fd1a916f288,essential,ESCO,
OCC_46b37f0135cb,SKL_c0d9b25a3929,essential,ESCO,
OCC_46b37f0135cb,SKL_45b5255faa15,essential,ESCO,
OCC_46b37f0135cb,SKL_f8cdff52e6ee,essential,ESCO,
OCC_46b37f0135cb,SKL_bbc55bdf9279,essential,ESCO,
OCC_46b37f0135cb,SKL_f335ed0ef250,essential,ESCO,
OCC_46b37f0135cb,SKL_e10148fa338b,essential,ESCO,
OCC_46b37f0135cb,SKL_1a3570884e47,essential,ESCO,
OCC_46b37f0135cb,SKL_185b1ce4d13f,essential,ESCO,
OCC_46b37f0135cb,SKL_d0bf41708bae,essential,ESCO,
OCC_46b37f0135cb,SKL_8c107549fe5b,essential,ESCO,
OCC_46b37f0135cb,SKL_a5dbeab6c38b,essential,ESCO,
